id,player_id,match_id,agent_id,team_id,kills,deaths,assists,kda
94,268,25252,12,6181,14,0,12,26.0
96,899,21247,15,9742,25,17,8,1.9411764705882353
97,37,26446,18,9191,2,2,3,2.5
98,914,19605,9,8788,1,16,6,0.4375
104,129,15278,2,7250,21,5,2,4.6
105,726,27287,16,12498,11,19,14,1.3157894736842106
106,537,15810,11,12887,5,29,20,0.8620689655172413
109,41,8418,15,3865,10,7,5,2.142857142857143
112,563,21072,19,3751,22,22,17,1.7727272727272727
113,961,18478,16,1539,9,12,18,2.25
114,620,15920,19,2098,6,9,9,1.6666666666666667
115,638,21131,14,12181,21,18,4,1.3888888888888888
116,191,700,15,14484,12,17,1,0.7647058823529411
117,662,17102,13,9371,16,9,19,3.888888888888889
118,31,21993,7,4318,18,14,8,1.8571428571428572
126,179,1789,2,12445,22,22,1,1.0454545454545454
127,660,27297,10,13466,7,14,0,0.5
132,449,28982,18,3695,7,28,4,0.39285714285714285
134,52,25273,20,1755,8,23,14,0.9565217391304348
135,203,24326,19,8334,7,30,7,0.4666666666666667
137,978,3948,2,10676,16,20,5,1.05
140,261,3398,10,13498,27,14,8,2.5
141,287,19330,17,14787,9,4,19,7.0
143,629,27640,5,1828,6,20,7,0.65
144,278,6451,7,11244,27,20,19,2.3
145,895,26695,20,14135,4,24,17,0.875
146,903,9819,4,4164,10,14,18,2.0
149,845,6406,11,12127,30,12,4,2.8333333333333335
152,179,9766,10,2293,18,25,8,1.04
153,680,14793,2,3328,16,12,16,2.6666666666666665
154,79,11496,1,10483,14,9,17,3.4444444444444446
155,291,18392,6,1956,0,4,9,2.25
156,243,1626,1,14866,22,24,10,1.3333333333333333
157,503,7900,8,12729,11,14,14,1.7857142857142858
158,668,14802,6,6110,7,15,1,0.5333333333333333
159,548,2364,8,2565,28,30,15,1.4333333333333333
160,244,15085,17,7423,6,6,10,2.6666666666666665
161,811,4247,1,2007,29,21,0,1.380952380952381
162,53,14789,2,1646,22,14,10,2.2857142857142856
164,175,1601,15,13643,19,24,14,1.375
166,633,19090,12,5471,7,27,16,0.8518518518518519
167,188,1198,11,5494,9,27,8,0.6296296296296297
168,658,1078,14,9740,8,22,9,0.7727272727272727
169,604,24676,14,3240,12,15,20,2.1333333333333333
172,206,16299,8,4267,2,30,17,0.6333333333333333
173,856,19179,4,8106,17,13,9,2.0
174,217,29363,12,7096,3,5,6,1.8
175,161,29347,14,7499,9,24,2,0.4583333333333333
176,137,8185,20,12833,26,27,10,1.3333333333333333
177,125,15472,16,6747,9,28,10,0.6785714285714286
178,805,18722,1,8667,10,27,13,0.8518518518518519
180,721,22032,6,12760,28,21,10,1.8095238095238095
181,145,21494,5,14506,26,4,18,11.0
183,668,29191,14,6188,15,25,16,1.24
184,977,6338,17,4302,0,8,12,1.5
185,231,21435,1,822,12,15,18,2.0
186,42,27661,2,12763,0,4,16,4.0
187,733,20159,3,2139,9,20,5,0.7
188,608,14505,13,8905,22,18,5,1.5
189,307,27275,14,14523,6,27,6,0.4444444444444444
191,684,1164,9,8880,27,24,17,1.8333333333333333
192,189,20824,3,12098,1,24,4,0.20833333333333334
193,57,19472,2,918,2,27,12,0.5185185185185185
194,218,7076,20,7972,21,17,2,1.3529411764705883
195,128,8140,13,5703,30,17,17,2.764705882352941
197,402,25901,1,12069,7,24,1,0.3333333333333333
198,875,12833,8,14381,30,27,16,1.7037037037037037
199,454,5508,6,91,9,30,13,0.7333333333333333
201,626,21894,2,9975,29,13,9,2.923076923076923
203,570,3761,8,12064,5,11,7,1.0909090909090908
205,551,29823,9,6360,26,28,20,1.6428571428571428
208,364,14242,11,11609,17,8,10,3.375
210,840,3072,6,9203,4,15,4,0.5333333333333333
211,938,6557,5,1299,21,25,13,1.36
212,583,4738,16,1897,0,12,2,0.16666666666666666
213,532,26397,14,7689,23,0,17,40.0
216,372,12844,11,5441,4,10,4,0.8
217,861,5311,9,2384,28,1,10,38.0
218,698,10486,10,3539,18,3,17,11.666666666666666
220,587,23060,4,13761,9,4,16,6.25
221,514,20555,5,4920,22,22,3,1.1363636363636365
222,355,3117,19,8139,10,1,16,26.0
224,685,14961,11,6524,3,2,7,5.0
226,847,13268,17,7305,9,21,18,1.2857142857142858
227,699,12206,9,1223,7,2,3,5.0
229,612,1583,4,584,3,28,13,0.5714285714285714
230,107,24092,7,3812,26,29,5,1.0689655172413792
231,667,6417,14,2392,4,22,10,0.6363636363636364
232,398,23453,10,11896,5,25,15,0.8
233,711,17511,17,8464,30,16,0,1.875
234,533,1453,20,5711,7,16,16,1.4375
235,757,17989,19,10307,14,4,2,4.0
236,757,8775,14,9103,22,0,3,25.0
238,13,15206,12,5341,24,16,7,1.9375
239,312,28178,3,4371,28,2,0,14.0
240,410,14771,18,8148,14,1,6,20.0
243,93,19401,6,2014,23,20,20,2.15
245,381,17224,14,1547,23,5,5,5.6
248,642,18626,17,5065,18,5,4,4.4
250,278,8207,1,13759,2,13,13,1.1538461538461537
252,16,20145,13,3495,15,7,16,4.428571428571429
253,633,22796,2,355,22,30,0,0.7333333333333333
255,63,9988,16,3143,14,0,14,28.0
256,255,7310,9,14898,26,14,16,3.0
257,914,9097,9,3408,4,27,1,0.18518518518518517
259,851,22639,16,4495,30,13,1,2.3846153846153846
260,941,29544,19,367,18,11,14,2.909090909090909
263,611,20473,20,8372,13,10,6,1.9
264,108,18097,11,5490,18,6,8,4.333333333333333
266,880,9450,18,5014,20,11,3,2.090909090909091
268,972,14963,9,12749,8,28,2,0.35714285714285715
269,895,27762,13,12726,3,5,13,3.2
270,570,4068,9,6798,10,9,11,2.3333333333333335
272,119,9342,2,4791,24,9,20,4.888888888888889
273,834,13475,13,9415,10,23,19,1.2608695652173914
275,797,26847,9,1451,2,1,12,14.0
276,631,23015,15,947,4,17,2,0.35294117647058826
279,799,11275,5,1982,18,8,8,3.25
284,304,4501,11,12207,1,0,10,11.0
285,286,24075,13,1283,26,26,2,1.0769230769230769
287,117,6122,15,10615,18,30,0,0.6
289,240,531,12,3648,14,1,3,17.0
290,584,29063,7,7565,13,15,19,2.1333333333333333
291,257,21776,4,5649,4,27,11,0.5555555555555556
292,895,9966,15,4864,26,13,14,3.076923076923077
294,68,6823,11,13448,9,28,15,0.8571428571428571
295,292,13683,2,1941,20,12,18,3.1666666666666665
297,213,15684,2,10962,11,5,6,3.4
298,205,17754,7,12746,18,12,12,2.5
299,118,26290,10,14236,16,18,11,1.5
300,119,25991,14,1656,14,15,16,2.0
302,197,11284,10,11384,7,21,15,1.0476190476190477
303,408,26107,15,11478,8,6,9,2.8333333333333335
304,773,21276,8,839,30,18,16,2.5555555555555554
305,368,10116,6,2713,7,22,4,0.5
306,988,15101,10,7273,29,20,11,2.0
311,541,6747,1,7877,12,22,14,1.1818181818181819
312,137,11635,4,2432,26,12,0,2.1666666666666665
313,858,22125,11,2120,6,20,18,1.2
315,812,10307,5,537,26,23,6,1.391304347826087
316,528,20798,19,1291,2,27,0,0.07407407407407407
317,569,15682,6,4716,16,8,17,4.125
318,337,17182,14,14817,15,13,16,2.3846153846153846
319,781,19177,5,4445,30,29,12,1.4482758620689655
320,548,23851,1,13452,10,23,5,0.6521739130434783
321,382,94,14,5752,9,25,19,1.12
322,666,5033,6,13998,11,0,14,25.0
323,878,15224,11,13824,16,19,7,1.2105263157894737
324,470,15344,1,13886,22,19,20,2.210526315789474
326,243,20520,19,12048,14,22,9,1.0454545454545454
330,803,9864,16,1677,27,4,4,7.75
333,117,15162,2,7161,24,27,10,1.2592592592592593
335,496,27323,15,4513,4,4,12,4.0
340,954,18125,9,2517,25,28,8,1.1785714285714286
341,529,4999,11,1912,27,12,0,2.25
342,280,2214,20,12036,18,21,3,1.0
343,559,25088,18,6612,21,27,1,0.8148148148148148
345,162,22157,6,285,30,9,6,4.0
348,279,21952,7,5747,1,20,14,0.75
349,484,28911,1,10271,8,28,20,1.0
350,970,17864,5,7850,20,17,6,1.5294117647058822
352,393,23067,14,3934,30,4,5,8.75
354,316,27719,5,13514,10,22,9,0.8636363636363636
355,702,15769,5,12689,0,16,10,0.625
356,560,4522,4,440,24,22,12,1.6363636363636365
358,418,5677,1,8435,9,22,6,0.6818181818181818
360,563,10409,12,4446,24,2,10,17.0
361,806,5728,2,14532,6,24,9,0.625
362,894,9013,9,6221,13,21,19,1.5238095238095237
363,318,7239,8,11730,1,23,16,0.7391304347826086
364,243,24170,8,833,27,14,18,3.2142857142857144
365,616,13910,10,5617,16,7,15,4.428571428571429
367,339,9153,15,4013,9,23,7,0.6956521739130435
369,112,25024,1,372,2,29,6,0.27586206896551724
372,988,8956,10,11925,2,9,15,1.8888888888888888
373,498,21603,3,4565,28,21,19,2.238095238095238
376,859,14866,15,11139,26,1,2,28.0
377,463,8465,4,13633,3,10,12,1.5
381,623,27910,6,13368,27,15,9,2.4
382,973,14067,9,6249,22,21,18,1.9047619047619047
384,686,25894,9,5629,2,14,13,1.0714285714285714
387,418,24368,20,3967,27,0,18,45.0
388,105,12902,7,5762,26,6,0,4.333333333333333
389,242,20583,20,1972,20,13,12,2.4615384615384617
390,428,6292,18,12496,20,8,6,3.25
391,273,9688,6,11201,11,22,4,0.6818181818181818
392,285,17295,5,1647,3,7,5,1.1428571428571428
393,554,20441,18,13231,8,27,9,0.6296296296296297
394,610,11786,16,6849,24,4,13,9.25
396,287,12628,5,12082,9,17,18,1.588235294117647
397,127,1174,3,566,19,1,19,38.0
399,556,11972,18,11979,19,17,18,2.176470588235294
401,394,2517,15,42,17,26,16,1.2692307692307692
402,925,23805,2,8314,11,10,5,1.6
403,899,24715,16,11296,18,14,4,1.5714285714285714
404,116,26231,4,14020,11,8,1,1.5
406,978,4982,12,6607,0,28,4,0.14285714285714285
407,691,5197,19,11556,0,25,10,0.4
408,324,21737,10,11857,2,27,11,0.48148148148148145
411,23,21086,4,11164,18,0,11,29.0
414,575,1270,13,4552,10,26,10,0.7692307692307693
415,487,13737,17,7580,8,10,8,1.6
416,988,7645,15,2893,20,11,4,2.1818181818181817
418,367,15701,8,10531,23,13,16,3.0
420,280,9739,6,2339,1,0,15,16.0
425,522,16604,17,5184,11,21,13,1.1428571428571428
426,656,28046,13,14948,3,9,15,2.0
427,965,23300,15,933,14,27,10,0.8888888888888888
429,854,2668,8,9336,19,17,1,1.1764705882352942
430,213,13983,18,5161,14,14,4,1.2857142857142858
431,552,1427,16,14280,10,19,20,1.5789473684210527
432,30,29473,7,3801,16,1,17,33.0
433,973,20447,15,1689,30,4,20,12.5
439,574,7845,20,8805,13,7,2,2.142857142857143
441,102,13624,19,7683,15,18,4,1.0555555555555556
442,934,10294,8,12780,29,2,2,15.5
443,935,5903,4,8304,24,18,20,2.4444444444444446
444,919,5775,19,13206,3,18,11,0.7777777777777778
447,809,8194,18,4114,15,11,14,2.6363636363636362
448,46,20717,14,5214,6,28,1,0.25
449,297,8307,11,5926,14,28,6,0.7142857142857143
450,165,25189,14,10915,27,22,11,1.7272727272727273
451,753,20028,7,3561,21,6,0,3.5
452,129,26258,20,7679,25,5,12,7.4
453,840,2290,3,9932,29,20,18,2.35
454,797,11775,18,9694,2,15,11,0.8666666666666667
455,618,29720,12,10662,19,0,18,37.0
456,803,2606,16,6618,2,15,3,0.3333333333333333
457,984,93,11,6686,26,13,19,3.4615384615384617
458,725,16578,14,14237,19,10,17,3.6
460,627,9053,15,6853,20,17,7,1.588235294117647
461,168,29017,5,2647,3,30,2,0.16666666666666666
462,35,28675,14,10950,24,21,7,1.4761904761904763
463,530,15305,7,6459,29,14,8,2.642857142857143
466,578,26295,15,5395,28,0,0,28.0
471,439,11273,20,14957,22,5,17,7.8
472,770,934,8,13945,19,11,3,2.0
474,773,3007,3,2995,22,12,2,2.0
476,169,25746,19,12992,4,9,4,0.8888888888888888
477,984,3444,15,9663,28,29,14,1.4482758620689655
478,108,10004,2,14890,9,11,20,2.6363636363636362
479,560,6129,7,12185,5,11,20,2.272727272727273
483,810,15580,19,6938,9,0,19,28.0
484,981,8802,12,12363,4,12,18,1.8333333333333333
486,275,3068,5,5145,1,5,17,3.6
487,891,4755,2,1025,15,22,18,1.5
488,27,19148,19,13933,20,8,16,4.5
489,226,2561,18,6855,10,14,17,1.9285714285714286
490,776,9379,11,1774,24,5,18,8.4
492,223,24668,8,7456,29,19,1,1.5789473684210527
494,153,24429,12,3449,17,13,17,2.6153846153846154
495,153,3014,6,3634,21,17,5,1.5294117647058822
497,272,7211,8,4353,22,13,19,3.1538461538461537
498,202,13162,4,7657,26,8,18,5.5
500,137,14314,11,768,15,21,20,1.6666666666666667
501,288,21324,20,8054,27,13,1,2.1538461538461537
502,748,3467,9,9367,11,29,15,0.896551724137931
504,11,2151,3,8668,6,24,3,0.375
505,1,6117,14,1116,24,1,17,41.0
507,420,27907,14,13021,23,22,2,1.1363636363636365
509,349,9757,9,2043,8,25,5,0.52
510,712,273,14,4680,14,21,6,0.9523809523809523
519,486,23730,7,9017,18,23,14,1.391304347826087
522,298,6272,8,3384,30,15,0,2.0
526,604,10239,6,8427,7,10,9,1.6
527,12,18654,12,1062,15,7,7,3.142857142857143
530,798,27137,19,5181,5,12,16,1.75
531,699,21073,14,7433,8,21,2,0.47619047619047616
532,113,1652,8,12291,9,3,13,7.333333333333333
533,838,11016,6,3784,16,20,5,1.05
534,182,3792,18,1355,1,28,17,0.6428571428571429
536,831,3728,9,4169,28,5,5,6.6
537,689,16098,20,12209,2,24,2,0.16666666666666666
539,691,10479,6,13882,18,24,10,1.1666666666666667
541,115,10342,4,13369,30,8,19,6.125
542,582,16833,5,14481,29,25,9,1.52
543,165,14576,6,4627,3,12,8,0.9166666666666666
545,773,27373,17,13090,11,8,15,3.25
546,88,23563,8,11142,1,13,12,1.0
547,408,10910,6,7305,21,16,18,2.4375
548,429,6168,1,6161,12,15,1,0.8666666666666667
549,913,27515,5,1235,13,4,3,4.0
551,467,4352,19,4433,10,24,9,0.7916666666666666
552,866,17988,8,5106,12,16,6,1.125
554,497,22315,10,11511,22,26,17,1.5
559,829,16731,13,2515,19,25,1,0.8
561,36,14995,17,3145,4,22,15,0.8636363636363636
563,53,16424,16,2583,26,5,16,8.4
566,836,27112,2,954,12,11,8,1.8181818181818181
568,992,5252,9,12255,15,3,17,10.666666666666666
570,380,10359,12,14424,9,23,10,0.8260869565217391
571,982,26091,15,6234,29,6,10,6.5
572,674,26084,14,6255,25,0,20,45.0
573,179,536,3,9090,23,13,18,3.1538461538461537
574,325,6686,19,5405,12,26,13,0.9615384615384616
578,579,28055,8,4755,21,2,2,11.5
580,487,9688,20,10886,9,21,16,1.1904761904761905
581,969,4141,4,1267,23,3,11,11.333333333333334
583,542,10754,1,10371,10,0,15,25.0
584,216,20578,12,8398,0,0,0,0.0
585,345,14068,7,1633,9,7,15,3.4285714285714284
586,287,26570,14,7324,21,30,11,1.0666666666666667
587,181,11165,7,6753,5,18,3,0.4444444444444444
588,864,3392,4,7436,23,5,15,7.6
591,18,9739,2,14375,13,7,1,2.0
592,682,17619,17,7076,14,7,7,3.0
593,309,14344,5,6022,26,12,15,3.4166666666666665
594,545,19645,18,5885,20,10,13,3.3
596,700,10244,6,12208,27,13,7,2.6153846153846154
600,458,22574,7,7199,10,18,7,0.9444444444444444
603,734,20180,19,10732,12,10,11,2.3
605,82,13519,15,10447,18,13,17,2.6923076923076925
607,628,26526,9,1037,12,23,17,1.2608695652173914
608,519,8027,10,13408,20,18,6,1.4444444444444444
609,639,13600,19,6721,11,1,19,30.0
610,316,10745,13,12697,6,29,8,0.4827586206896552
612,429,25097,11,3173,1,11,15,1.4545454545454546
613,621,21227,20,11921,10,14,0,0.7142857142857143
616,513,20276,14,13386,7,18,17,1.3333333333333333
618,469,27612,14,11610,19,25,16,1.4
619,146,27839,19,14400,20,5,4,4.8
620,288,10088,18,13778,2,12,6,0.6666666666666666
621,776,17366,2,3911,5,21,1,0.2857142857142857
622,776,18457,19,6114,18,2,20,19.0
623,334,29240,20,12915,20,16,20,2.5
624,604,11094,17,7604,23,27,19,1.5555555555555556
625,27,3871,1,8221,22,27,18,1.4814814814814814
627,343,17124,2,2461,17,20,0,0.85
628,939,2182,15,3111,17,23,7,1.0434782608695652
629,328,14888,18,13117,30,16,7,2.3125
630,506,28723,7,10309,24,12,5,2.4166666666666665
631,197,6722,13,7462,26,8,3,3.625
633,435,20795,3,5299,24,24,5,1.2083333333333333
634,774,20308,8,9683,2,28,11,0.4642857142857143
636,123,13137,12,6704,5,12,5,0.8333333333333334
637,137,2268,8,8048,23,15,16,2.6
639,922,24613,18,7693,30,18,14,2.4444444444444446
643,837,24618,15,4452,24,1,11,35.0
645,620,13627,7,1677,0,15,19,1.2666666666666666
649,572,5164,18,1105,8,18,2,0.5555555555555556
650,502,5881,17,350,27,28,9,1.2857142857142858
651,291,20086,9,9434,0,23,8,0.34782608695652173
652,904,16833,3,14271,10,30,20,1.0
654,708,28513,20,858,15,23,20,1.5217391304347827
656,235,24041,1,13296,16,4,1,4.25
657,989,9041,15,5261,22,4,3,6.25
661,184,16691,20,9091,27,29,5,1.103448275862069
662,686,6194,4,14337,17,17,12,1.7058823529411764
665,374,20594,3,13320,11,30,13,0.8
666,739,11641,17,14377,21,0,11,32.0
668,352,27433,3,10806,27,3,8,11.666666666666666
669,867,4185,7,3332,17,25,2,0.76
671,698,1709,5,1248,11,18,20,1.7222222222222223
675,828,29588,19,14021,29,28,4,1.1785714285714286
676,884,724,19,12456,15,21,1,0.7619047619047619
677,988,22424,20,5896,9,18,20,1.6111111111111112
679,248,27810,6,1340,23,26,12,1.3461538461538463
681,664,29188,20,14135,5,21,11,0.7619047619047619
683,62,5039,15,11919,12,9,1,1.4444444444444444
686,955,20794,14,10185,20,18,3,1.2777777777777777
687,865,26278,17,8902,13,21,11,1.1428571428571428
688,397,6255,10,6632,8,21,20,1.3333333333333333
689,72,29122,17,13189,26,6,3,4.833333333333333
692,964,9856,1,2714,3,1,18,21.0
693,199,15894,7,7739,4,5,16,4.0
694,332,2531,9,5172,29,24,6,1.4583333333333333
695,99,24404,18,11232,14,5,12,5.2
696,892,11140,13,9245,29,27,13,1.5555555555555556
697,202,24299,2,1225,1,17,15,0.9411764705882353
698,110,20415,15,7420,29,12,11,3.3333333333333335
699,876,10513,9,37,13,21,8,1.0
700,515,27827,17,4146,27,12,5,2.6666666666666665
702,878,28016,1,9399,6,15,16,1.4666666666666666
703,606,22869,4,36,3,2,12,7.5
704,989,9583,1,7416,29,23,16,1.9565217391304348
706,118,25630,20,11030,10,16,13,1.4375
708,806,2039,11,2432,24,13,2,2.0
709,895,5396,16,8470,5,13,16,1.6153846153846154
710,854,23160,5,12447,15,18,17,1.7777777777777777
713,500,10471,19,1997,9,25,17,1.04
714,776,2540,4,5058,12,28,14,0.9285714285714286
717,992,5530,2,5738,28,5,2,6.0
718,120,2634,14,7391,20,8,2,2.75
720,795,19964,11,1298,23,0,18,41.0
721,941,16952,17,5239,17,2,16,16.5
722,963,14783,12,8854,2,10,2,0.4
724,271,22584,12,4069,7,18,14,1.1666666666666667
726,855,26149,7,1353,5,19,5,0.5263157894736842
727,490,14061,2,5356,24,30,15,1.3
728,817,28388,15,4430,27,15,11,2.533333333333333
729,627,13391,13,1745,4,24,9,0.5416666666666666
731,266,21209,3,12092,10,2,13,11.5
732,163,18034,12,7871,15,25,10,1.0
733,786,23379,10,11282,25,18,6,1.7222222222222223
734,364,5818,4,235,3,20,2,0.25
735,392,27290,6,9660,21,22,2,1.0454545454545454
736,563,26718,8,4869,11,16,11,1.375
737,989,2879,6,3571,5,1,19,24.0
739,384,28976,6,1586,26,9,9,3.888888888888889
741,61,13832,17,13433,14,0,17,31.0
743,408,23805,1,11959,10,29,18,0.9655172413793104
745,413,1978,2,14981,14,22,8,1.0
747,78,5837,6,1731,27,23,11,1.6521739130434783
749,120,26677,1,14339,12,24,19,1.2916666666666667
752,506,24611,20,11065,15,25,19,1.36
753,909,20289,15,6417,17,15,7,1.6
754,28,22453,16,1730,26,4,0,6.5
756,219,5268,16,11789,23,3,20,14.333333333333334
757,671,2598,3,830,24,9,11,3.888888888888889
758,988,3202,2,2808,28,0,2,30.0
759,4,19502,7,10930,5,17,1,0.35294117647058826
762,430,17508,14,6753,12,10,18,3.0
763,488,6150,6,13602,15,30,15,1.0
765,972,26948,5,8729,30,24,7,1.5416666666666667
766,139,11139,1,3466,17,20,11,1.4
770,108,12449,6,7837,14,6,5,3.1666666666666665
771,963,16461,7,1632,23,25,20,1.72
774,235,10364,20,4063,4,29,19,0.7931034482758621
776,480,25541,14,4197,24,23,18,1.826086956521739
777,603,11985,8,2524,9,19,10,1.0
778,94,28396,20,1319,21,15,11,2.1333333333333333
781,696,17534,13,10877,27,12,11,3.1666666666666665
783,796,15208,6,6038,14,14,18,2.2857142857142856
785,620,29263,2,1860,28,7,4,4.571428571428571
786,417,26948,9,13448,29,29,10,1.3448275862068966
790,453,12884,11,12871,12,27,10,0.8148148148148148
791,474,20887,7,5605,4,7,3,1.0
792,820,21335,20,4793,13,18,12,1.3888888888888888
796,779,9765,12,1978,10,23,12,0.9565217391304348
797,83,24841,18,1420,23,27,7,1.1111111111111112
798,839,6668,16,4551,8,0,14,22.0
800,579,25739,19,14287,20,12,7,2.25
801,674,5818,6,11832,1,8,19,2.5
803,821,6512,18,250,21,6,10,5.166666666666667
804,701,28924,5,12008,0,18,12,0.6666666666666666
808,8,23136,8,2367,0,15,0,0.0
812,652,276,3,5694,17,26,1,0.6923076923076923
815,280,1761,20,12958,22,21,14,1.7142857142857142
816,890,10307,5,10109,15,20,7,1.1
818,217,11541,1,10844,5,0,3,8.0
819,785,11343,18,10245,16,24,9,1.0416666666666667
823,186,16466,3,5700,21,1,14,35.0
826,507,8884,3,12482,15,6,1,2.6666666666666665
827,75,19803,19,4489,15,12,15,2.5
829,174,6467,2,10380,1,26,0,0.038461538461538464
830,310,28910,19,2506,5,1,2,7.0
831,744,21320,13,9957,23,26,18,1.5769230769230769
832,664,21316,14,11179,1,4,0,0.25
834,39,16384,2,8920,15,11,11,2.3636363636363638
835,134,29713,5,7881,17,30,7,0.8
838,489,24158,17,9795,27,16,1,1.75
839,241,11565,14,12214,24,28,17,1.4642857142857142
841,450,21171,7,7020,27,14,11,2.7142857142857144
842,183,24345,20,1172,10,25,20,1.2
843,431,24891,16,2426,0,20,1,0.05
846,770,11571,6,10271,26,17,12,2.235294117647059
847,451,9991,1,14001,30,7,11,5.857142857142857
849,459,21019,7,76,17,7,3,2.857142857142857
851,213,21000,14,4217,25,9,15,4.444444444444445
855,262,14130,20,2740,23,30,0,0.7666666666666667
857,339,2951,9,10111,3,4,8,2.75
859,772,14688,1,150,30,1,3,33.0
861,78,17847,14,9527,8,15,17,1.6666666666666667
862,647,27884,8,836,27,28,12,1.3928571428571428
864,167,17088,4,14099,11,26,7,0.6923076923076923
865,826,20953,15,13024,0,22,17,0.7727272727272727
868,49,20848,18,9985,26,25,9,1.4
870,161,16705,10,7481,10,18,13,1.2777777777777777
873,642,23496,7,9879,6,21,11,0.8095238095238095
874,508,29423,16,1570,4,15,5,0.6
875,621,13397,9,3747,15,1,14,29.0
876,420,13481,20,10061,28,16,12,2.5
878,975,19020,12,8392,1,17,15,0.9411764705882353
880,670,5409,14,7168,10,29,2,0.41379310344827586
881,317,2847,2,3380,12,23,7,0.8260869565217391
888,411,9207,3,12659,21,19,5,1.368421052631579
894,578,28190,8,7288,3,15,7,0.6666666666666666
896,522,18181,19,11162,25,23,17,1.826086956521739
897,766,18311,14,12839,10,15,15,1.6666666666666667
898,136,27593,12,4485,8,7,5,1.8571428571428572
899,831,16340,15,5925,18,24,8,1.0833333333333333
901,220,7046,10,14093,23,6,11,5.666666666666667
905,191,29093,18,8503,17,28,19,1.2857142857142858
906,331,21416,10,7575,21,9,6,3.0
909,39,545,20,6417,9,5,13,4.4
918,161,27090,12,2665,3,23,19,0.9565217391304348
920,426,6692,16,8190,30,3,19,16.333333333333332
922,254,23087,11,343,20,10,19,3.9
924,405,13631,13,6442,14,25,9,0.92
926,219,9611,19,6931,1,6,20,3.5
928,349,1001,4,2067,21,10,17,3.8
932,920,772,14,977,9,14,1,0.7142857142857143
933,354,29152,9,2415,0,14,2,0.14285714285714285
934,177,16284,6,2926,3,26,18,0.8076923076923077
937,481,25257,6,5619,24,12,2,2.1666666666666665
939,484,22904,19,1402,30,17,6,2.1176470588235294
941,442,25800,12,7011,16,15,5,1.4
944,824,15928,5,9623,18,7,14,4.571428571428571
945,875,19556,5,2333,20,10,19,3.9
947,305,192,12,14774,23,12,9,2.6666666666666665
949,748,23225,12,13650,27,16,16,2.6875
951,792,7026,3,11342,19,12,20,3.25
952,797,4831,19,6984,18,25,4,0.88
953,127,9718,4,12414,12,10,20,3.2
955,272,17941,4,3360,21,18,2,1.2777777777777777
956,559,7486,17,8080,4,20,0,0.2
957,875,2349,6,10329,29,21,7,1.7142857142857142
958,796,20251,1,10032,20,29,10,1.0344827586206897
959,399,25869,8,7883,8,11,6,1.2727272727272727
960,350,1280,8,4235,11,8,7,2.25
